filename,width,height,class,xmin,ymin,xmax,ymax
0486052bb_8442_4905.tiff,198,178,glomeruli,0,51,198,229
0486052bb_8442_4905.tiff,182,106,glomeruli,220,0,402,106
0486052bb_8844_3815.tiff,262,135,glomeruli,204,267,466,402
0486052bb_8844_3815.tiff,81,96,glomeruli,207,177,288,273
0486052bb_8844_3815.tiff,177,161,glomeruli,283,59,460,220
0486052bb_8844_4360.tiff,166,41,glomeruli,234,0,400,41
0486052bb_9246_3815.tiff,170,72,glomeruli,194,330,364,402
0486052bb_9246_3815.tiff,222,196,glomeruli,103,152,325,348
0486052bb_9246_3815.tiff,237,94,glomeruli,218,0,455,94
0486052bb_9246_4905.tiff,188,111,glomeruli,18,291,206,402
0486052bb_9246_4905.tiff,4,42,glomeruli,541,220,545,262
0486052bb_9246_5450.tiff,97,89,glomeruli,0,187,97,276
0486052bb_9648_3815.tiff,238,205,glomeruli,80,38,318,243
0486052bb_9648_3815.tiff,166,77,glomeruli,194,0,360,77
0486052bb_9648_4905.tiff,182,161,glomeruli,49,92,231,253
0486052bb_9648_4905.tiff,154,35,glomeruli,30,0,184,35
0486052bb_9648_5450.tiff,12,65,glomeruli,533,281,545,346
0486052bb_9648_5995.tiff,1,2,glomeruli,544,252,545,254
0486052bb_9648_5995.tiff,140,147,glomeruli,0,244,140,391
0486052bb_9648_6540.tiff,184,197,glomeruli,0,167,184,364
095bf7a1f_10132_10353.tiff,211,149,glomeruli,395,203,606,352
095bf7a1f_10132_10353.tiff,253,173,glomeruli,226,0,479,173
095bf7a1f_10132_11571.tiff,190,57,glomeruli,36,539,226,596
095bf7a1f_10132_11571.tiff,163,222,glomeruli,446,374,609,596
095bf7a1f_10132_1218.tiff,152,189,glomeruli,457,0,609,189
095bf7a1f_10132_12180.tiff,46,192,glomeruli,0,378,46,570
095bf7a1f_10132_13398.tiff,59,11,glomeruli,20,585,79,596
095bf7a1f_10132_1827.tiff,64,10,glomeruli,54,586,118,596
095bf7a1f_10132_1827.tiff,225,257,glomeruli,369,226,594,483
095bf7a1f_10132_1827.tiff,53,170,glomeruli,0,0,53,170
095bf7a1f_10132_2436.tiff,179,49,glomeruli,333,547,512,596
095bf7a1f_10132_2436.tiff,50,45,glomeruli,559,0,609,45
095bf7a1f_10132_3045.tiff,117,33,glomeruli,440,563,557,596
095bf7a1f_10132_3045.tiff,166,192,glomeruli,443,195,609,387
095bf7a1f_10132_3045.tiff,112,59,glomeruli,0,0,112,59
095bf7a1f_10132_3654.tiff,188,187,glomeruli,247,237,435,424
095bf7a1f_10132_3654.tiff,108,106,glomeruli,501,229,609,335
095bf7a1f_10132_3654.tiff,101,161,glomeruli,0,227,101,388
095bf7a1f_10132_3654.tiff,71,136,glomeruli,538,0,609,136
095bf7a1f_10132_3654.tiff,122,51,glomeruli,128,0,250,51
095bf7a1f_10132_4263.tiff,17,44,glomeruli,0,283,17,327
095bf7a1f_10132_4263.tiff,111,146,glomeruli,175,218,286,364
095bf7a1f_10132_4263.tiff,176,176,glomeruli,0,1,176,177
095bf7a1f_10132_4872.tiff,161,34,glomeruli,60,562,221,596
095bf7a1f_10132_4872.tiff,215,126,glomeruli,175,0,390,126
095bf7a1f_10132_5481.tiff,146,33,glomeruli,459,0,605,33
095bf7a1f_10132_6090.tiff,65,6,glomeruli,376,590,441,596
095bf7a1f_10132_6090.tiff,71,174,glomeruli,538,377,609,551
095bf7a1f_10132_6699.tiff,97,175,glomeruli,0,377,97,552
095bf7a1f_10132_6699.tiff,163,181,glomeruli,122,0,285,181
095bf7a1f_10132_7308.tiff,146,148,glomeruli,265,347,411,495
095bf7a1f_10132_7308.tiff,135,255,glomeruli,474,79,609,334
095bf7a1f_10132_7308.tiff,58,17,glomeruli,447,0,505,17
095bf7a1f_10132_7917.tiff,86,23,glomeruli,449,573,535,596
095bf7a1f_10132_7917.tiff,16,120,glomeruli,0,120,16,240
095bf7a1f_10132_7917.tiff,172,66,glomeruli,45,0,217,66
095bf7a1f_10132_8526.tiff,161,120,glomeruli,62,476,223,596
095bf7a1f_10132_8526.tiff,208,192,glomeruli,37,56,245,248
095bf7a1f_10132_9135.tiff,140,167,glomeruli,185,429,325,596
095bf7a1f_10132_9135.tiff,33,172,glomeruli,576,415,609,587
095bf7a1f_10132_9135.tiff,138,181,glomeruli,52,116,190,297
095bf7a1f_10132_9135.tiff,113,54,glomeruli,1,0,114,54
095bf7a1f_10132_9744.tiff,194,194,glomeruli,404,402,598,596
095bf7a1f_10132_9744.tiff,143,209,glomeruli,0,387,143,596
095bf7a1f_10132_9744.tiff,148,154,glomeruli,299,60,447,214
095bf7a1f_10728_10353.tiff,146,169,glomeruli,22,427,168,596
095bf7a1f_10728_10353.tiff,205,191,glomeruli,49,113,254,304
095bf7a1f_10728_10353.tiff,21,149,glomeruli,0,76,21,225
095bf7a1f_10728_10962.tiff,87,58,glomeruli,522,538,609,596
095bf7a1f_10728_11571.tiff,98,59,glomeruli,0,537,98,596
095bf7a1f_10728_11571.tiff,92,15,glomeruli,486,0,578,15
095bf7a1f_10728_11571.tiff,227,124,glomeruli,23,0,250,124
095bf7a1f_10728_1218.tiff,152,153,glomeruli,447,443,599,596
095bf7a1f_10728_12789.tiff,72,194,glomeruli,537,10,609,204
095bf7a1f_10728_13398.tiff,125,201,glomeruli,0,0,125,201
095bf7a1f_10728_1827.tiff,130,137,glomeruli,18,0,148,137
095bf7a1f_10728_2436.tiff,206,110,glomeruli,327,0,533,110
095bf7a1f_10728_3045.tiff,187,220,glomeruli,422,0,609,220
095bf7a1f_10728_3654.tiff,171,103,glomeruli,351,493,522,596
095bf7a1f_10728_3654.tiff,101,168,glomeruli,0,51,101,219
095bf7a1f_10728_4263.tiff,158,203,glomeruli,62,229,220,432
095bf7a1f_10728_4263.tiff,53,154,glomeruli,556,58,609,212
095bf7a1f_10728_4872.tiff,148,182,glomeruli,86,220,234,402
095bf7a1f_10728_4872.tiff,229,228,glomeruli,0,0,229,228
095bf7a1f_10728_6090.tiff,111,146,glomeruli,230,450,341,596
095bf7a1f_10728_6090.tiff,77,174,glomeruli,532,125,609,299
095bf7a1f_10728_6090.tiff,155,124,glomeruli,166,13,321,137
095bf7a1f_10728_6090.tiff,120,136,glomeruli,355,0,475,136
095bf7a1f_10728_6699.tiff,99,164,glomeruli,0,136,99,300
095bf7a1f_10728_7917.tiff,60,142,glomeruli,549,454,609,596
095bf7a1f_10728_7917.tiff,179,204,glomeruli,421,0,600,204
095bf7a1f_10728_8526.tiff,25,7,glomeruli,356,589,381,596
095bf7a1f_10728_8526.tiff,88,142,glomeruli,0,454,88,596
095bf7a1f_10728_8526.tiff,186,201,glomeruli,417,275,603,476
095bf7a1f_10728_8526.tiff,146,57,glomeruli,75,0,221,57
095bf7a1f_10728_9135.tiff,140,156,glomeruli,272,181,412,337
095bf7a1f_10728_9135.tiff,54,8,glomeruli,220,0,274,8
095bf7a1f_10728_9744.tiff,171,221,glomeruli,438,35,609,256
095bf7a1f_10728_9744.tiff,106,32,glomeruli,442,0,548,32
095bf7a1f_10728_9744.tiff,55,8,glomeruli,25,0,80,8
095bf7a1f_11324_10353.tiff,176,98,glomeruli,0,498,176,596
095bf7a1f_11324_10353.tiff,395,226,glomeruli,214,370,609,596
095bf7a1f_11324_10353.tiff,58,10,glomeruli,72,0,130,10
095bf7a1f_11324_10962.tiff,3,8,glomeruli,0,588,3,596
095bf7a1f_11324_10962.tiff,120,148,glomeruli,489,0,609,148
095bf7a1f_11324_11571.tiff,216,206,glomeruli,387,390,603,596
095bf7a1f_11324_11571.tiff,119,142,glomeruli,0,0,119,142
095bf7a1f_11324_12180.tiff,4,1,glomeruli,78,595,82,596
095bf7a1f_11324_12180.tiff,191,149,glomeruli,409,447,600,596
095bf7a1f_11324_12789.tiff,50,141,glomeruli,559,264,609,405
095bf7a1f_11324_12789.tiff,175,144,glomeruli,399,205,574,349
095bf7a1f_11324_12789.tiff,141,137,glomeruli,468,78,609,215
095bf7a1f_11324_13398.tiff,222,214,glomeruli,0,218,222,432
095bf7a1f_11324_13398.tiff,7,57,glomeruli,0,103,7,160
095bf7a1f_11324_14007.tiff,142,38,glomeruli,115,558,257,596
095bf7a1f_11324_14007.tiff,128,102,glomeruli,481,494,609,596
095bf7a1f_11324_14616.tiff,30,101,glomeruli,0,495,30,596
095bf7a1f_11324_1827.tiff,164,158,glomeruli,34,322,198,480
095bf7a1f_11324_2436.tiff,164,69,glomeruli,419,527,583,596
095bf7a1f_11324_2436.tiff,228,181,glomeruli,166,275,394,456
095bf7a1f_11324_3045.tiff,221,181,glomeruli,90,104,311,285
095bf7a1f_11324_3654.tiff,123,163,glomeruli,486,413,609,576
095bf7a1f_11324_3654.tiff,171,212,glomeruli,333,124,504,336
095bf7a1f_11324_3654.tiff,177,91,glomeruli,352,0,529,91
095bf7a1f_11324_4263.tiff,33,106,glomeruli,0,470,33,576
095bf7a1f_11324_4872.tiff,114,33,glomeruli,259,563,373,596
095bf7a1f_11324_4872.tiff,73,193,glomeruli,536,309,609,502
095bf7a1f_11324_5481.tiff,97,193,glomeruli,0,309,97,502
095bf7a1f_11324_6090.tiff,95,51,glomeruli,243,0,338,51
095bf7a1f_11324_7917.tiff,83,185,glomeruli,526,24,609,209
095bf7a1f_11324_7917.tiff,16,15,glomeruli,593,0,609,15
095bf7a1f_11324_8526.tiff,136,133,glomeruli,6,463,142,596
095bf7a1f_11324_8526.tiff,64,179,glomeruli,545,347,609,526
095bf7a1f_11324_8526.tiff,188,206,glomeruli,351,259,539,465
095bf7a1f_11324_8526.tiff,80,187,glomeruli,0,24,80,211
095bf7a1f_11324_8526.tiff,170,202,glomeruli,311,0,481,202
095bf7a1f_11324_8526.tiff,46,19,glomeruli,0,0,46,19
095bf7a1f_11324_9135.tiff,134,194,glomeruli,0,343,134,537
095bf7a1f_11324_9744.tiff,13,74,glomeruli,596,522,609,596
095bf7a1f_11324_9744.tiff,147,184,glomeruli,369,188,516,372
095bf7a1f_11920_10353.tiff,191,167,glomeruli,418,0,609,167
095bf7a1f_11920_10353.tiff,185,128,glomeruli,0,0,185,128
095bf7a1f_11920_10962.tiff,175,209,glomeruli,61,335,236,544
095bf7a1f_11920_10962.tiff,7,67,glomeruli,0,0,7,67
095bf7a1f_11920_11571.tiff,143,193,glomeruli,466,403,609,596
095bf7a1f_11920_11571.tiff,113,184,glomeruli,496,30,609,214
095bf7a1f_11920_11571.tiff,86,30,glomeruli,417,0,503,30
095bf7a1f_11920_12180.tiff,159,149,glomeruli,0,447,159,596
095bf7a1f_11920_12180.tiff,169,162,glomeruli,148,434,317,596
095bf7a1f_11920_12180.tiff,192,186,glomeruli,126,86,318,272
095bf7a1f_11920_12180.tiff,170,75,glomeruli,413,0,583,75
095bf7a1f_11920_12180.tiff,161,214,glomeruli,0,0,161,214
095bf7a1f_11920_14007.tiff,123,69,glomeruli,486,0,609,69
095bf7a1f_11920_14007.tiff,408,240,glomeruli,74,0,482,240
095bf7a1f_11920_14616.tiff,29,62,glomeruli,0,0,29,62
095bf7a1f_11920_1827.tiff,62,79,glomeruli,544,481,606,560
095bf7a1f_11920_2436.tiff,197,126,glomeruli,411,0,608,126
095bf7a1f_11920_3045.tiff,126,34,glomeruli,233,562,359,596
095bf7a1f_11920_3045.tiff,138,149,glomeruli,471,334,609,483
095bf7a1f_11920_3045.tiff,222,219,glomeruli,159,287,381,506
095bf7a1f_11920_3654.tiff,5,47,glomeruli,0,411,5,458
095bf7a1f_11920_3654.tiff,5,55,glomeruli,604,385,609,440
095bf7a1f_11920_3654.tiff,229,191,glomeruli,120,297,349,488
095bf7a1f_11920_4263.tiff,197,192,glomeruli,0,350,197,542
095bf7a1f_11920_4872.tiff,162,183,glomeruli,223,0,385,183
095bf7a1f_11920_5481.tiff,151,163,glomeruli,3,71,154,234
095bf7a1f_11920_6090.tiff,134,70,glomeruli,172,526,306,596
095bf7a1f_11920_6090.tiff,160,212,glomeruli,254,6,414,218
095bf7a1f_11920_6699.tiff,156,92,glomeruli,66,504,222,596
095bf7a1f_11920_6699.tiff,301,262,glomeruli,305,334,606,596
095bf7a1f_11920_6699.tiff,21,96,glomeruli,588,302,609,398
095bf7a1f_11920_6699.tiff,106,106,glomeruli,157,109,263,215
095bf7a1f_11920_7308.tiff,167,121,glomeruli,53,475,220,596
095bf7a1f_11920_7308.tiff,176,187,glomeruli,0,257,176,444
095bf7a1f_11920_7308.tiff,129,151,glomeruli,394,96,523,247
095bf7a1f_11920_7917.tiff,176,131,glomeruli,363,465,539,596
095bf7a1f_11920_7917.tiff,120,175,glomeruli,489,201,609,376
095bf7a1f_11920_7917.tiff,176,161,glomeruli,304,151,480,312
095bf7a1f_11920_8526.tiff,60,147,glomeruli,0,229,60,376
095bf7a1f_11920_8526.tiff,105,204,glomeruli,504,76,609,280
095bf7a1f_11920_8526.tiff,96,35,glomeruli,26,0,122,35
095bf7a1f_11920_9135.tiff,144,134,glomeruli,226,193,370,327
095bf7a1f_11920_9135.tiff,91,196,glomeruli,0,80,91,276
095bf7a1f_11920_9744.tiff,164,140,glomeruli,25,278,189,418
095bf7a1f_11920_9744.tiff,9,52,glomeruli,600,0,609,52
095bf7a1f_12516_10353.tiff,83,132,glomeruli,0,459,83,591
095bf7a1f_12516_10353.tiff,168,168,glomeruli,0,22,168,190
095bf7a1f_12516_10962.tiff,158,203,glomeruli,408,224,566,427
095bf7a1f_12516_11571.tiff,239,255,glomeruli,170,285,409,540
095bf7a1f_12516_11571.tiff,50,20,glomeruli,559,0,609,20
095bf7a1f_12516_12180.tiff,198,207,glomeruli,35,302,233,509
095bf7a1f_12516_12180.tiff,83,16,glomeruli,177,0,260,16
095bf7a1f_12516_12180.tiff,162,48,glomeruli,0,0,162,48
095bf7a1f_12516_12789.tiff,207,214,glomeruli,109,257,316,471
095bf7a1f_12516_12789.tiff,191,171,glomeruli,92,84,283,255
095bf7a1f_12516_14007.tiff,36,139,glomeruli,573,114,609,253
095bf7a1f_12516_14616.tiff,125,154,glomeruli,0,106,125,260
095bf7a1f_12516_1827.tiff,86,17,glomeruli,139,579,225,596
